typecode,engines,body_class,model_name
SRAI,1,ga,GREAT PLAINS Sonerai
SRAS,1,ga,D'APUZZO D-260 Senior Aero Sport
SRAY,1,ga,DORNIER S-Ray 007
SREY,1,ga,PROGRESSIVE AERODYNE SeaRey
SS2,1,ga,SCALED 339 Space Ship Two
SS2P,1,ga,AYRES Thrush
SS2T,1,ga,AYRES Turbo Thrush (S-2R-G/T except T660)
SSAB,1,ga,NORTH AMERICAN F-100 Super Sabre
SSC,1,heli,BUTTERFLY Super Sky Cycle
SSTL,1,ga,JUST JA30 SuperSTOL
SSTM,1,ga,SG AVIATION Sea Storm
ST1,2,regional,PHILLIPS ST-1 Speedtwin
ST10,1,ga,SOCATA ST-10 Provence
ST3,1,ga,STEARMAN C-3
ST30,1,ga,STAUDACHER S-300
ST4,1,ga,STEARMAN 4 Junior Speedmail
ST6,1,ga,STEARMAN 6 Cloudboy
ST60,1,ga,STAUDACHER S-600
ST75,1,ga,STEARMAN 75 Kaydet
ST87,1,ga,STERN ST-87 Europlane
STAL,1,ga,AIRCRAFT DESIGNS Stallion
STAR,2,regional,RAYTHEON 2000 Starship
STAT,1,ga,AIRCRAFT DESIGNS Turbine Stallion
STCH,1,ga,FLY SYNTHESIS Storch
STFF,1,ga,STATLER Firefly
STIL,1,ga,TERZI T-9 Stiletto
STLN,1,ga,HELIO AU-24 Stallion
STOR,1,ga,STORCH AVIATION SS-4 Storch
STR2,1,ga,STROJNIK S-2
STRA,1,ga,STRIPLIN Sky Ranger
STRE,1,ga,TL ULTRALIGHT Stream
STRI,1,ga,SOPWITH Triplane Replica
STRK,1,ga,BRITISH AEROSPACE BAC-167 Strikemaster
STRM,1,ga,SG AVIATION Storm
STST,1,ga,CFM SA-2 Star Streak
SU17,1,ga,SUKHOI Su-17
SU24,2,narrowbody,SUKHOI Su-24
SU25,2,narrowbody,SUKHOI Su-25
SU26,1,ga,SUKHOI Su-26
SU27,2,narrowbody,SUKHOI Su-27
SU29,1,ga,SUKHOI Su-29
SU31,1,ga,SUKHOI Su-31
SU38,1,ga,SUKHOI Su-38
SU57,2,narrowbody,SUKHOI Su-57
SU7,1,ga,SUKHOI Su-7
SU80,2,regional,SUKHOI Su-80
SU95,2,narrowbody,SUKHOI Superjet 100-95
SUBA,1,ga,FUJI FA-200 Aero Subaru
SUCO,2,heli,BELL AH-1Z SuperCobra
SUNB,1,ga,VERILITE 100 Sunbird
SUNV,1,ga,FOKKER Super Universal
SURN,2,heli,KOREA AEROSPACE Surion
SURU,1,ga,IPT IPT-16 Surubim
SUSO,1,ga,VSTOL SS-2000 Super Solution
SV4,1,ga,STAMPE SV-4
SVNH,1,ga,ICP MXP-740 Savannah
SW18,1,ga,SKYWOOD SW-18 Teddy
SW2,2,regional,SWEARINGEN Merlin 2
SW3,2,regional,SWEARINGEN Merlin 3
SW4,2,regional,SWEARINGEN Merlin 4
SWAK,1,ga,ANGLIN Space Walker 1
SWAT,1,ga,BHARAT LT-1 Swati
SWIF,1,ga,SUPERMARINE Swift
SWIN,1,ga,S-WING S-Wing
SWOR,1,ga,FAIREY Swordfish
SX30,1,ga,SWEARINGEN SX-300
SYCA,1,heli,BRISTOL 171 Sycamore
SYMP,1,ga,SYMPHONY SA-160 Symphony
SYNC,1,ga,FLY SYNTHESIS Syncro
SZ45,1,ga,SZD SZD-45 Ogar
SZ9M,1,ga,SZD Bocian M-2000
T1,1,ga,FUJI T-1
T10,1,ga,TMM-AVIA T-10 Avia-Tor
T101,1,ga,AEROPROGRESS T-101 Grach
T134,2,narrowbody,TUPOLEV Tu-134
T154,3,widebody,TUPOLEV Tu-154
T160,4,quad,TUPOLEV Tu-160
T18,1,ga,THORP T-18 Tiger
T19,1,ga,THK T-19 Speedfire
T2,2,narrowbody,NORTH AMERICAN T-2 Buckeye
T204,2,narrowbody,TUPOLEV Tu-204
T206,1,ga,CESSNA T206 Turbo Stationair
T210,1,ga,CESSNA T210 Turbo Centurion
T211,1,ga,THORP T-211
T22M,2,narrowbody,TUPOLEV Tu-22M
T250,1,ga,BELLANCA T-250 Aries
T28,1,ga,NORTH AMERICAN T-28 Trojan
T30,1,ga,TERZI T-30 Katana
T33,1,ga,LOCKHEED T-33 Shooting Star
T334,2,narrowbody,TUPOLEV Tu-334
T34P,1,ga,BEECH T-34A Mentor
T34T,1,ga,BEECH T-34C Turbo Mentor
T35,1,ga,TEMCO T-35 Buckaroo
T37,2,narrowbody,CESSNA T-37
T38,2,narrowbody,NORTHROP T-38 Talon
T4,2,narrowbody,KAWASAKI T-4
T40,1,ga,TURNER T-40
T411,1,ga,KHRUNICHEV T-411 Aist
T415,1,ga,KHRUNICHEV T-415 Snegir
T419,1,ga,KHRUNICHEV AT-419 Strekoza
T5,1,ga,FUJI T-5
T50,2,regional,CESSNA T-50 Bobcat
T51,1,ga,TITAN T-51 Mustang
T6,1,ga,NORTH AMERICAN AT-6 Texan
T7,1,ga,FUJI T-7
TA15,1,ga,TAYLORCRAFT (1) 15 Tourist
TA16,1,ga,THURSTON TA-16 Seafire
TA20,1,ga,TAYLORCRAFT (1) 20 Ranchwagon
TAA1,1,ga,TOYOTA TAA-1
TAGO,1,ga,TEAM TANGO Tango-2
TAIL,1,ga,WITTMAN W-8 Tailwind
TAMP,1,ga,SOCATA TB-9 Tampico
TARO,1,ga,ANAHUAC Tauro
TARR,1,ga,PELEGRIN Tarragon
TAYA,1,ga,TAYLORCRAFT (1) A
TAYB,1,ga,TAYLORCRAFT (1) BC
TAYD,1,ga,TAYLORCRAFT (1) DC
TB05,1,ga,AMC Texas Bullet 205
TB20,1,ga,SOCATA TB-20 Trinidad
TB21,1,ga,SOCATA TB-21 Trinidad TC
TB30,1,ga,SOCATA TB-30 Epsilon
TB31,1,ga,SOCATA TB-31 Omega
TBEE,2,regional,UNITED CONSULTANT UC-1 Twin Bee
TBM,1,ga,GRUMMAN Avenger
TBM7,1,ga,SOCATA TBM-700A
TBM8,1,ga,SOCATA TBM-850
TBM9,1,ga,SOCATA TBM-900
TBR3,1,ga,GOLDEN CIRCLE T-Bird 3
TC2,1,ga,AERO MIRAGE TC-2
TCAT,2,regional,GRUMMAN F7F Tigercat
TCOU,2,regional,HELIO H-500 Twin Courier
TD1,1,ga,TAIWAN DANCER TD-1
TD2,1,ga,TURBINE DESIGN TD-2 Tempest
TD3,1,ga,TAIWAN DANCER TD-3 Alluvion Legend
TEAL,1,ga,THURSTON TSC-1 Teal
TERM,1,ga,SMITH (2) Termite
TERR,1,ga,FOXCON Terrier
TEX2,1,ga,BEECHCRAFT T-6 Texan 2
TEXA,1,ga,FLY SYNTHESIS Texan
TF19,1,ga,TAYLORCRAFT (1) F-19 Sportsman
TF21,1,ga,TAYLORCRAFT (1) F-21
TF22,1,ga,TAYLORCRAFT (1) F-22 Tri-Classic
TFK2,1,ga,TECHNOFLUG TFK-2 Carat
TFOC,1,ga,THUNDER WINGS Focke-Wulf Fw-190
TFUN,1,ga,VALENTIN Taifun
TGRS,1,ga,LANCAIR Tigress
TIAD,1,ga,TRIKE ICAROS Adventure
TIGR,2,heli,EUROCOPTER EC-665 Tigre
TIJU,1,ga,TIPSY Junior
TIPB,1,ga,TIPSY B
TJET,2,narrowbody,MAVERICK TJ-1500 TwinJet
TL20,1,ga,TL ULTRALIGHT TL-2000  Sting
TL30,1,ga,TL ULTRALIGHT TL-3000 Sirius
TLEG,1,ga,PERFORMANCE Turbine Legend
TM5,1,ga,TM AIRCRAFT TM-5
TMOT,1,ga,FISHER R-80 Tiger Moth
TMUS,1,ga,PAPA 51 Thunder Mustang
TNAV,2,regional,CAMAIR 480 Twin Navion
TNDR,1,ga,DREAM Tundra
TOBA,1,ga,SOCATA TB-10 Tobago
TOOT,1,ga,MEYER Little Toot
TOR,2,narrowbody,PANAVIA Tornado
TOUR,1,ga,AESL Airtourer
TOXO,1,ga,CAG (1) Toxo
TP40,1,ga,THUNDER WINGS Curtiss P-40
TPIL,1,ga,ENAER T-35DT Turbo Pillán
TPIN,2,regional,SCOTTISH AVIATION Twin Pioneer
TR1,1,ga,TRIDENT TR-1 Trigull
TR20,1,ga,FEUGRAY TR-200
TR26,1,ga,FEUGRAY TR-260 Sirius
TR55,1,ga,3XTRIM 550 Trener
TRAL,1,ga,GROPPO Trail
TRAP,1,ga,CAPELLA T-Raptor
TRBA,1,ga,PODESVA Trener Baby
TRDO,1,ga,TITAN Tornado SS
TRF1,1,ga,TEAM ROCKET F-1
TRIM,3,widebody,FORD Tri-Motor
TRIS,3,widebody,BRITTEN-NORMAN BN-2A Mk3 Trislander
TRMA,3,widebody,STINSON A Tri-Motor
TRWN,2,regional,PACIFIC AIRMOTIVE Tradewind
TS11,1,ga,PZL-MIELEC TS-11 Iskra
TS14,1,ga,TEST TST-14 Bonus
TS1J,1,ga,JONKER JS-1TJ Revelation
TS8,1,ga,PZL-MIELEC TS-8 Bies
TSPT,1,ga,THUNDER WINGS Supermarine Spitfire
TSTN,1,ga,TERRAFUGIA Transition
TSTR,1,heli,FARRINGTON Twinstar
TTRS,1,ga,HUMBERT Tetras
TTWO,1,ga,PARKER Teenie Two
TU16,2,narrowbody,TUPOLEV Tu-16
TU22,2,narrowbody,TUPOLEV Tu-22
TU95,4,quad,TUPOLEV Tu-95
TUCA,1,ga,EMBRAER EMB-312 Tucano
TUL3,1,ga,PODESVA TUL-03 Amigo
TUTR,1,ga,AVRO 621 Tutor
TVL4,1,ga,TRAVEL AIR 4000
TVLB,1,ga,TRAVEL AIR 2000
TWEN,1,ga,TECNAM P-2010 Twenty-Ten
TWIR,2,regional,DYN'AERO Twin-R
TWSP,1,ga,TIME WARP Spitfire
TWST,1,ga,SILENCE Twister
TZRV,1,ga,IRIAF JT-2-2 Tazarve
U15,1,ga,PHOENIX AIR U-15 Phoenix
U16,2,regional,GRUMMAN HU-16 Albatross
U2,1,ga,LOCKHEED U-2
U21,2,regional,BEECH U-21G Ute
U22,1,ga,BEECH QU-22
UBAT,1,ga,AUSTRALITE Ultrabat
UF10,1,ga,URBAN UFM-10 Samba
UF13,1,ga,URBAN UFM-13 Lambada
UFHT,1,heli,UFO HeliThruster
UH1,1,heli,BELL UH-1A Iroquois
UH12,1,heli,HILLER UH-12B
UH1Y,2,heli,BELL UH-1Y
UL10,1,ga,ULTIMATE 10 Albertan
UL20,1,ga,ULTIMATE 20
UL2F,1,ga,AEROS UL-2000 Flamingo
UL45,1,ga,3XTRIM 450 Ultra
ULPA,1,ga,ULLMANN Panther
ULTS,1,heli,AMERICAN SPORTSCOPTER Ultrasport 496
UM18,1,heli,UMBAUGH 18
UNIV,1,ga,NEIVA N-621 Universal
URRA,1,ga,IBIS (2) Urraco
US2,4,quad,SHINMAYWA US-2
UT60,1,ga,UTVA 60
UT65,1,ga,UTVA 65 Privrednik
UT66,1,ga,UTVA 66
UT75,1,ga,UTVA 75
UU12,1,ga,UDET U-12 Flamingo Replica
V1,2,regional,GRUMMAN OV-1 Mohawk
V10,2,regional,NORTH AMERICAN ROCKWELL OV-10 Bronco
V22,2,heli,BELL-BOEING V-22 Osprey
V221,1,ga,MSW Votec 221
V252,1,ga,MSW Votec 252
V280,2,heli,BELL V-280 Valor
V322,1,ga,MSW Votec 322
V351,1,ga,MSW Votec 351
V452,1,ga,MSW Votec 452
V500,1,heli,REVOLUTION Voyager-500
V8SP,1,ga,BEACHNER V-8 Special
VALI,1,ga,VULTEE BT-13 Valiant
VAMP,1,ga,DE HAVILLAND DH-100 Vampire
VANT,1,ga,VISIONAIRE VA-10 Vantage
VAUT,2,narrowbody,SUD SO-4050 Vautour
VELO,1,ga,VELOCITY Velocity SE
VELT,2,regional,VELOCITY Velocity V-Twin
VENT,1,ga,SCHEMPP-HIRTH Ventus 3T
VEZE,1,ga,RUTAN 33 VariEze
VF2,1,ga,FRY VF-2 Esprit
VF35,1,ga,LOCKHEED MARTIN F-35B Lightning 2
VF60,1,ga,VULCANAIR VF-600 Mission
VG3T,1,ga,AVIAKIT Vega 3000
VGUL,1,ga,PERCIVAL K-1 Vega Gull
VIMA,1,ga,VALTION Viima
VIPJ,1,ga,VIPER ViperJet
VIPR,1,ga,PAXMAN'S Viper
VISI,1,ga,PRO-COMPOSITES Vision
VIVA,1,ga,COMPOSIT AIRPLANES Viva
VIX,1,ga,SKYSTAR Kitfox Vixen
VIXN,1,ga,AMAX Vixen
VJ22,1,ga,VOLMER VJ-22 Sportsman
VK3P,1,ga,CIRRUS VK-30 Cirrus (piston)
VK3T,1,ga,CIRRUS VK-30 Cirrus (turbine)
VL3,1,ga,JMB AIRCRAFT VL-3 Evolution
VM1,1,ga,VOL MEDITERRANI VM-1 Esqual
VNOM,1,ga,DE HAVILLAND DH-112 Venom
VNTE,1,ga,SCHEMPP-HIRTH Ventus 3F
VNTR,1,ga,ICP Ventura
VO10,1,ga,AERO COMMANDER Commander 100
VOL2,1,ga,VOLANTE Volante Two
VP2,1,ga,EVANS VP-2 Volksplane
VR20,1,ga,EGVOYAGER VR-202
VR7,1,ga,VASHON Ranger R7
VSON,1,ga,AMERICAN AFFORDABLE Vision
VTOR,2,regional,VULCANAIR AP-68TP-600 Viator
VTRA,1,ga,RANS S-19 Venterra
VTUR,1,ga,QUESTAIR M-20 Venture
VUT1,1,ga,EVEKTOR VUT-100 Cobra
VVIG,1,ga,RUTAN 27 VariViggen
VW10,1,ga,AIRCONCEPT VoWi-10 Airbuggy
VWIT,1,ga,AIRCRAFT SPRUCE V-Witt
W11,1,ga,WOLF W-11 Boredom Fighter
W135,4,quad,BOEING WC-135R
W201,1,ga,WEATHERLY 201
W3,2,heli,PZL-SWIDNIK W-3 Anakonda
W5BC,1,ga,WITTMAN W-5 Buttercup
W62T,1,ga,WEATHERLY 620TP
WA40,1,ga,WASSMER WA-40 Super 4
WA41,1,ga,WASSMER WA-41 Baladou
WA42,1,ga,WASSMER WA-421 Prestige
WA50,1,ga,WASSMER WA-51 Pacific
WA80,1,ga,WASSMER WA-80 Piranha
WAC9,1,ga,WACO 9
WACA,1,ga,WACO PBA
WACC,1,ga,WACO C
WACD,1,ga,WACO D
WACE,1,ga,WACO E (ARE/HRE/SRE) Aristocrat
WACF,1,ga,WACO F
WACG,1,ga,WACO G
WACM,1,ga,WACO JWM
WACN,1,ga,WACO AVN
WACO,1,ga,WACO O
WACT,1,ga,WACO RPT
WAIX,1,ga,SONEX Waiex
WASP,1,heli,WESTLAND Wasp
WB57,2,narrowbody,MARTIN WB-57
WBOO,1,ga,DEAN-WILSON DW-200 Whitney Boomerang
WCAT,1,ga,GRUMMAN F4F Wildcat
WDEX,1,ga,RADAB Windex
WESX,2,heli,WESTLAND WS-58 Wessex
WF4U,1,ga,WAR Vought F4U Corsair
WFOC,1,ga,WAR Focke-Wulf 190
WFUR,1,ga,WAR Hawker Sea Fury
WG30,2,heli,WESTLAND WG-30
WH1,1,ga,WENDT WH-1 Traveler
WH4,1,ga,HALL WH-4 Harpoon
WHAT,1,ga,WHATLEY Special
WHIL,1,ga,WHITE LIGHTNING WLAC-1 White Lightning
WHIS,1,ga,GROVE GR-2 Whisper
WHIT,1,ga,MILES M-11 Whitney Straight
WHK2,4,quad,SCALED 348 White Knight Two
WICH,1,ga,JAVELIN Wichawk
WILT,1,ga,ULTRALEICHTBAU WT-01 Wild Thing
WIND,1,ga,WATSON GW-1 Windwagon
WINE,1,ga,WINDECKER Eagle
WIRR,1,ga,COMMONWEALTH (1) CA-16 Wirraway
WISP,1,ga,WHISPER Whisper
WLBY,1,ga,FLY SYNTHESIS Wallaby
WM2,1,ga,MILLER (2) WM-2
WOPU,1,ga,AEROSPORT Woody Pusher
WP40,1,ga,WAR Curtiss P-40 Kittyhawk
WP47,1,ga,WAR Republic P-47 Thunderbolt
WS22,1,ga,SPRING WS-202 Sprint
WSP,1,ga,AAK Wasp
WT10,1,ga,AEROSPOOL WT-10 Advantic
WT9,1,ga,AEROSPOOL WT-9 Dynamic
WUSH,1,ga,WÜST Shark
WW1,1,ga,WHITE WW-1 Der Jäger D-9
WW23,2,narrowbody,IAI 1123 Westwind
WW24,2,narrowbody,IAI 1124 Westwind 2
WZ10,2,heli,CHANGHE WZ-10
WZER,1,ga,WAR Mitsubishi Zero
X2,1,heli,SIKORSKY X-2
X3,2,heli,EUROCOPTER X-3
X4,1,ga,ROBIN X-4
X47B,1,ga,NORTHROP GRUMMAN X-47B
X49,2,heli,PIASECKI X-49 SpeedHawk
X59,1,ga,LOCKHEED MARTIN X-59 QueSST
XA41,1,ga,XTREMEAIR XA-41
XA42,1,ga,XTREMEAIR XA-42
XA85,1,ga,RAJ HAMSA XA-85 X-Air LS
XAIR,1,ga,RAJ HAMSA X-AIR Falcon
XB1,3,widebody,BOOM XB-1
XL2,1,ga,LIBERTY (2) XL-2
XNON,1,heli,ABS AEROLIGHT Xenon
XNOS,1,ga,SONEX Xenos
XV15,2,heli,BELL XV-15
Y11,2,regional,HARBIN Y-11
Y112,1,ga,YAKOVLEV Yak-112
Y12,2,regional,HARBIN Y-12E Harbinger
Y12F,2,regional,HARBIN Y-12F Aircar
Y130,2,narrowbody,YAKOVLEV Yak-130
Y18T,1,ga,YAKOVLEV Yak-18T
Y20,4,quad,XIAN Y-20 Kunpeng
YA1,1,ga,YEOMAN YA-1 Cropmaster
YAK3,1,ga,YAKOVLEV Yak-3
YAK9,1,ga,YAKOVLEV Yak-9
YALE,1,ga,NORTH AMERICAN BT-9 Yale
YARR,1,ga,ARROW (2) Yarrow Arrow
YAST,1,ga,SGAU Yastreb
YC12,1,ga,CHASLE YC-12 Tourbillon
YK11,1,ga,YAKOVLEV Yak-11
YK12,1,ga,YAKOVLEV Yak-12
YK18,1,ga,YAKOVLEV Yak-18
YK28,2,narrowbody,YAKOVLEV Yak-28
YK30,1,ga,YAKOVLEV Yak-30
YK38,3,widebody,YAKOVLEV Yak-38
YK40,3,widebody,YAKOVLEV Yak-40
YK42,3,widebody,YAKOVLEV Yak-42
YK50,1,ga,YAKOVLEV Yak-50
YK52,1,ga,YAKOVLEV Yak-52
YK53,1,ga,YAKOVLEV Yak-53
YK54,1,ga,YAKOVLEV Yak-54
YK55,1,ga,YAKOVLEV Yak-55
YK58,1,ga,YAKOVLEV Yak-58
YL15,1,ga,BOEING YL-15 Scout
YNHL,2,heli,AVIAIMPEX KT-112 Yanhol
YS11,2,regional,NAMC YS-11
YUKN,1,ga,MURPHY Yukon
YUNO,1,ga,SHUYA Yunona
YURO,2,narrowbody,SOKO-CNIAR J-22 Orao
Z22,1,ga,ZLIN Z-22 Junak
Z26,1,ga,ZLIN Z-26 Trener
Z37P,1,ga,LET Z-37 Cmelák
Z37T,1,ga,MORAVAN Z-37T Agro Turbo
Z42,1,ga,ZLIN Z-42
Z43,1,ga,ZLIN Z-43
Z50,1,ga,ZLIN Z-50
ZA6,1,heli,AEROKOPTER ZA-6 Sanka
ZEP2,1,ga,ARNET PEREYRA Zephyr 2
ZEPH,1,ga,ATEC 122 Zephyr
ZERO,1,ga,MITSUBISHI A6M Zero
ZIA,1,ga,APPLEBAY Zia
ZIU,1,ga,TAI ZIU
ZULU,1,ga,BUL Zùlù
ZZZZ-AR5,2,regional,TEKEVER AR-5
ZZZZ-BACE,1,ga,CORBEN Baby Ace D
ZZZZ-CX4,1,ga,THATCHER LIGHT AIRCRAFT CX4
ZZZZ-CX7,1,ga,THATCHER LIGHT AIRCRAFT CX7
ZZZZ-DUCK,1,ga,GRUMMAN J2F Duck
ZZZZ-E260,1,ga,EXTRA EA-260
ZZZZ-EUFIT,2,narrowbody,EUROFIGHTER Eurofighter (T) 2000
ZZZZ-F16D,1,ga,GENERAL DYNAMICS F-16D Fighting Falcon
ZZZZ-F18E,2,narrowbody,MCDONNELL DOUGLAS FA-18E Super Hornet
ZZZZ-F18F,2,narrowbody,MCDONNELL DOUGLAS FA-18F Super Hornet
ZZZZ-JAS4,6,quad,JOBY AERO INC. JAS4-2
ZZZZ-JT1,1,ga,TAYLOR JT-1 Monoplane
ZZZZ-KJ500,4,quad,SHAANXI KJ-500
ZZZZ-KZO,1,ga,RHEINMTALL KZO
ZZZZ-LARK,1,ga,HELTON Lark 95
ZZZZ-MC30,1,ga,COLOMBAN MC-30 Luciole
ZZZZ-NFEX,1,ga,NF-AIRCRAFT Explorer
ZZZZ-PENC,1,ga,UAV FACTORY Penguin C
ZZZZ-RQ21,1,ga,BOEING INSITU RQ-21 Blackjack
ZZZZ-RQ7,1,ga,AAI RQ-7 Shadow
ZZZZ-RQ8C,1,heli,NORTHROP GRUMMAN MQ-8C Fire Scout
ZZZZ-S100,1,heli,SCHIEBEL S-100 Camcopter
ZZZZ-S401,1,ga,SCALED SC.401
ZZZZ-S750,1,ga,AERO-EAST-EUROPE S750
ZZZZ-SMS1,1,ga,SPACEK Minisport SD-1
ZZZZ-SPJT,1,ga,Mitsubishi SpaceJet
ZZZZ-SR10,1,ga,CIRRUS SR-10
ZZZZ-TT1,1,ga,TEMCO TT-1 Pinto
ZZZZ-VELX,1,ga,VELOX Revolution II
ZZZZ-YUN9,4,quad,SHAANXI Y-9
`JUN1`,1,ga,KAMINSKAS RK-1 Jungster 1
`JUN2`,1,ga,KAMINSKAS RK-2 Jungster 2
